tip	date	distance	residual
247401/Mute_swan/Japan/2016-12-14/H5N6	2016.950819672131	0.05877094204731166	0.01121068270174548
256523/Mute_swan/Japan/2016-12-14/H5N6	2016.950819672131	0.05877094204731166	0.01121068270174548
290156/Mute_swan/Japan/2016-12-11/H5N6	2016.9426229508197	0.05877094204731166	0.01126348650058824
240003/Mute_swan/Japan/2016-12-17/H5N6	2016.9590163934427	0.05877094204731166	0.011157878902902721
240005/Mute_swan/Japan/2016-12-14/H5N6	2016.950819672131	0.05877094204731166	0.01121068270174548
240006/Mute_swan/Japan/2016-12-16/H5N6	2016.9562841530055	0.05877094204731166	0.01117548016918364
240007/Mute_swan/Japan/2016-12-16/H5N6	2016.9562841530055	0.05877094204731166	0.01117548016918364
240009/Mute_swan/Japan/2016-12-16/H5N6	2016.9562841530055	0.05877094204731166	0.01117548016918364
240011/Mute_swan/Japan/2016-12-18/H5N6	2016.9617486338798	0.05877094204731166	0.011140277636621801
240611/Mute_swan/Japan/2016-12-21/H5N6	2016.9699453551912	0.05877094204731166	0.011087473837779041
240613/Black_headed_gull/Japan/2016-12-20/H5N6	2016.967213114754	0.05877094204731166	0.011105075104059961
240619/Black_swan/Japan/2016-12-21/H5N6	2016.9699453551912	0.05877094204731166	0.011087473837779041
240626/Black_swan/Japan/2016-12-19/H5N6	2016.964480874317	0.05877094204731166	0.011122676370340881
241746/Black_headed_gull/Japan/2016-12-22/H5N6	2016.9726775956285	0.05877094204731166	0.011069872571496345
241749/Mute_swan/Japan/2016-12-20/H5N6	2016.967213114754	0.05877094204731166	0.011105075104059961
241757/Black_swan/Japan/2016-12-19/H5N6	2016.964480874317	0.05877094204731166	0.011122676370340881
241759/Black_headed_gull/Japan/2016-12-26/H5N6	2016.983606557377	0.05877094204731166	0.010999467506372665
241762/Black_swan/Japan/2016-12-30/H5N6	2016.9945355191257	0.05877094204731166	0.010929062441248985
241768/Mute_swan/Japan/2016-12-21/H5N6	2016.9699453551912	0.05877094204731166	0.011087473837779041
241769/Mute_swan/Japan/2016-12-17/H5N6	2016.9590163934427	0.05877094204731166	0.011157878902902721
241771/Black_swan/Japan/2016-12-21/H5N6	2016.9699453551912	0.05877094204731166	0.011087473837779041
241778/Mute_swan/Japan/2016-12-22/H5N6	2016.9726775956285	0.05877094204731166	0.011069872571496345
247371/Mute_swan/Japan/2016-12-14/H5N6	2016.950819672131	0.05877094204731166	0.01121068270174548
247375/Mute_swan/Japan/2016-12-14/H5N6	2016.950819672131	0.05877094204731166	0.01121068270174548
