tip	date	distance	residual
EPI_ISL_17734199|A/chicken/Egypt/F15366B/2018|2018-03-20	2018.213698630137	0.04346660142959757	-0.0025457240782659207
EPI_ISL_17767334|A/chicken/Egypt/F15366B/2018|2018-03-20	2018.213698630137	0.04346660142959757	-0.0025457240782659207
EPI_ISL_379744|A/chicken/Egypt/FL6/2018|2018-08-01	2018.5808219178082	0.04751721882959757	-5.7537618656691714E-5
EPI_ISL_405278|A/guinea_fowl/Nigeria/OG-GF11T_19VIR8424-7/2019_H5N8|2019-07-05	2019.5068493150684	0.05041863102959758	-0.0010971825668035368
EPI_ISL_402134|A/turkey/Poland/23/2019|2019-12-30	2019.9945205479453	0.05258557572959757	-0.0010057058323983126
EPI_ISL_525453|A/domestic_duck/Poland/229/2020|2020-02-22	2020.1420765027322	0.053132503729597574	-0.0010867575790942385
EPI_ISL_525454|A/domestic_duck/Poland/230/2020|2020-02-22	2020.1420765027322	0.053132503729597574	-0.0010867575790942385
EPI_ISL_525463|A/domestic_duck/Poland/285/2020|2020-03-03	2020.1693989071039	0.054222008429597575	-1.1353362561560693E-4
EPI_ISL_525443|A/domestic_goose/Poland/028/2020|2020-01-12	2020.0300546448088	0.05367478162959757	-6.772861835449562E-5
EPI_ISL_417414|A/buzzard/Germany-SN/AI00285/2020|2020-03-20	2020.2158469945355	0.053129282129597576	-0.0014039371947026438
EPI_ISL_417415|A/turkey/Germany-NI/AI00334/2020|2020-03-20	2020.2158469945355	0.05203424652959757	-0.002498972794702646
EPI_ISL_681272|A/chicken/Kagawa/F3C/2020|2020-11-19	2020.8825136612022	0.05423981102959757	-0.003130658509839679
EPI_ISL_1273429|A/chicken/Kagawa/F3T/2020|2020-11-19	2020.8825136612022	0.05423981102959757	-0.003130658509839679
EPI_ISL_710434|A/chicken/Hiroshima/1T/2020|2020-12-06	2020.9289617486338	0.055876037329597575	-0.001692109478926715
EPI_ISL_710436|A/chicken/Hiroshima/3T/2020|2020-12-06	2020.9289617486338	0.055876037329597575	-0.001692109478926715
EPI_ISL_710450|A/chicken/Nara/12T/2020|2020-12-05	2020.9262295081967	0.05587568852959758	-0.0016808302042742168
EPI_ISL_710451|A/chicken/Nara/1C/2020|2020-12-05	2020.9262295081967	0.05587568852959758	-0.0016808302042742168
EPI_ISL_718116|A/chicken/Okayama/1T/2020|2020-12-10	2020.9398907103825	0.05478579242959757	-0.002828866677536686
EPI_ISL_718117|A/chicken/Okayama/2T/2020|2020-12-10	2020.9398907103825	0.05478579242959757	-0.002828866677536686
EPI_ISL_732931|A/chicken/Kochi/4C/2020|2020-12-15	2020.9535519125684	0.05587296032959758	-0.0017998391507973652
EPI_ISL_732933|A/chicken/Kochi/6T/2020|2020-12-15	2020.9535519125684	0.05587296032959758	-0.0017998391507973652
EPI_ISL_732932|A/chicken/Kochi/5C/2020|2020-12-15	2020.9535519125684	0.05533003112959757	-0.0023427683507973723
EPI_ISL_732927|A/chicken/Kagawa/K2T/2020|2020-12-13	2020.948087431694	0.05533078752959757	-0.002318755801492385
EPI_ISL_732928|A/chicken/Kagawa/K3T/2020|2020-12-13	2020.948087431694	0.05533078752959757	-0.002318755801492385
EPI_ISL_732929|A/chicken/Kagawa/K4T/2020|2020-12-13	2020.948087431694	0.05532978752959757	-0.002319755801492386
EPI_ISL_738049|A/chicken/Kagawa/L4T/2020|2020-12-15	2020.9535519125684	0.055873854529597575	-0.0017989449507973682
EPI_ISL_738050|A/chicken/Kagawa/L6T/2020|2020-12-15	2020.9535519125684	0.055873854529597575	-0.0017989449507973682
EPI_ISL_738052|A/chicken/Kagawa/L9T/2020|2020-12-15	2020.9535519125684	0.05805589162959758	3.830921492026379E-4
EPI_ISL_732936|A/chicken/Miyazaki/F4T/2020|2020-12-13	2020.948087431694	0.05642072032959758	-0.0012288230014923796
EPI_ISL_732937|A/chicken/Miyazaki/F5T/2020|2020-12-13	2020.948087431694	0.05587748352959758	-0.0017720598014923788
EPI_ISL_5260457|A/whooper_swan/Shandong/SC195/2021|2021-01-23	2021.0602739726028	0.05424053892959757	-0.00388645633248641
EPI_ISL_1041172|A/eastern_buzzard/Toyama/160213C/2021|2021-02-10	2021.109589041096	0.05697486982959758	-0.0013620042155237516
EPI_ISL_1041173|A/eastern_buzzard/Toyama/160213T/2021|2021-02-10	2021.109589041096	0.05697486982959758	-0.0013620042155237516
EPI_ISL_854605|A/chicken/Kagoshima/1T/2021|2021-01-12	2021.0301369863014	0.05478632552959757	-0.0032124104761845212
EPI_ISL_854607|A/chicken/Kagoshima/5T/2021|2021-01-12	2021.0301369863014	0.05478632552959757	-0.0032124104761845212
EPI_ISL_16718460|A/Eastern_buzzard/Kagoshima/KU-100/2021__H5N8_|2021-02-01	2021.0849315068492	0.05532798832959757	-0.002903946324004196
EPI_ISL_854606|A/chicken/Kagoshima/3T/2021|2021-01-12	2021.0301369863014	0.05532768732959757	-0.0026710486761845204
EPI_ISL_17805901|A/avian/Japan/KU-50/2020|2020-12-18	2020.9617486338798	0.05587475392959758	-0.0018329297747530643
EPI_ISL_854599|A/chicken/Gifu/10T/2021|2021-01-01	2021.0	0.05533010772959757	-0.0025403690198844073
EPI_ISL_854600|A/chicken/Gifu/11T/2021|2021-01-01	2021.0	0.05533010772959757	-0.0025403690198844073
EPI_ISL_854602|A/chicken/Gifu/3T/2021|2021-01-01	2021.0	0.055872604129597575	-0.0019978726198844055
EPI_ISL_17086336|A/chicken/Gifu/T34-62/2021|2021-01-02	2021.0027397260274	0.05478477062959757	-0.003097366052274682
EPI_ISL_1009705|A/mandarin_duck/Korea/WA913/2020|2020-12-01	2020.9153005464482	0.05478384802959757	-0.002726158405666035
EPI_ISL_17086220|A/Eastern_buzzard/Kagawa/3712A007/2020|2020-12-08	2020.9344262295083	0.055329152029597574	-0.0022622509282317
EPI_ISL_17086223|A/mandarin_duck/Miyazaki/3-2/2020|2020-11-30	2020.9125683060108	0.05587763992959757	-0.0016207384310135409
EPI_ISL_681284|A/chicken/Hyogo/1T/2020|2020-11-25	2020.8989071038252	0.055326853929597575	-0.002113384057752854
EPI_ISL_1273412|A/chicken/Hyogo/3T/2020|2020-11-25	2020.8989071038252	0.055326853929597575	-0.002113384057752854
EPI_ISL_681285|A/chicken/Hyogo/2T/2020|2020-11-25	2020.8989071038252	0.054783141129597576	-0.0026570968577528525
EPI_ISL_4071019|A/falcated_duck/Kagoshima/KU-d3/2020|2020-11-05	2020.844262295082	0.05478346082959758	-0.0024242156647101137
EPI_ISL_681288|A/chicken/Kagawa/B10T/2020|2020-11-07	2020.8497267759562	0.05423854852959757	-0.0029923841140133273
EPI_ISL_681289|A/chicken/Kagawa/B13C/2020|2020-11-07	2020.8497267759562	0.05423854852959757	-0.0029923841140133273
EPI_ISL_1273420|A/chicken/Kagawa/B7T/2020|2020-11-07	2020.8497267759562	0.05423754852959757	-0.0029933841140133283
EPI_ISL_710446|A/chicken/Miyazaki/C4T/2020|2020-12-02	2020.9180327868853	0.054782788729597576	-0.0027388457803185218
