tip	date	distance	residual
166630/Mallard/Korea/2014-02-05/H5N8	2014.0958904109589	5.89958256699435	-0.020879505681823396
177726/Baikal_teal/Korea/2014-01-20/H5N8	2014.0520547945205	5.855746950555946	-0.020500101676256044
171710/Breeder_duck/Korea/2014-01-27/H5N8	2014.0712328767124	5.874925032747904	-0.020666090928791014
174400/Breeder_duck/Korea/2014-02-17/H5N8	2014.1287671232876	5.932459279323091	-0.021164058685720022
213782/ostrich/Korea/2014-03-05/H5N8	2014.172602739726	5.976294895761485	-0.021543462691297144
174363/Goose/Korea/2014-04-21/H5N8	2014.3013698630136	6.105062019049098	-0.022657961956968897
174399/Breeder_duck/Korea/2014-02-02/H5N8	2014.0876712328768	5.891363388912276	-0.020808367430737995
234352/Duck/Korea/2015-05-21/H5N8	2015.3835616438357	7.187253799871189	-0.032024498340104124
234372/Duck/Korea/2016-04-05/H5N8	2016.25956284153	8.063254997565402	-0.039606423499115806
234371/Breeder_duck/Korea/2016-03-23/H5N8	2016.224043715847	8.027735871882541	-0.03929900000083819
234353/Duck/Korea/2015-05-22/H5N8	2015.386301369863	7.189993525898543	-0.03204821109047007
174362/Chicken/Korea/2014-04-20/H5N8	2014.2986301369863	6.102322293021746	-0.022634249206601176
174370/Goose/Korea/2014-06-13/H5N8	2014.4465753424658	6.250267498501315	-0.023914737724809676
174371/Chicken/Korea/2014-06-16/H5N8	2014.454794520548	6.258486676583387	-0.023985875975896853
171701/Baikal_teal/Korea/2014-01-22/H5N8	2014.0575342465754	5.861226402610881	-0.020547527176987934
171702/Coot/Korea/2014-01-22/H5N8	2014.0575342465754	5.861226402610881	-0.020547527176987934
171657/Breeder_duck/Korea/2014-01-19/H5N8	2014.0493150684931	5.8530072245285885	-0.020476388926121025
171697/Baikal_teal/Korea/2014-01-21/H5N8	2014.054794520548	5.8584866765835235	-0.020523814426625542
171715/Chicken/Korea/2014-01-28/H5N8	2014.0739726027398	5.877664758775258	-0.02068980367915696
171656/Breeder_duck/Korea/2014-01-18/H5N8	2014.0465753424658	5.850267498501228	-0.020452676175761297
177733/Baikal_teal/Korea/2014-01-20/H5N8	2014.0520547945205	5.85574695055594	-0.02050010167626226
177728/Baikal_teal/Korea/2014-01-20/H5N8	2014.0520547945205	5.855746950555942	-0.020500101676259597
171675/Breeder_duck/Korea/2014-01-20/H5N8	2014.0520547945205	5.855746950555941	-0.020500101676260485
171707/Breeder_duck/Korea/2014-01-25/H5N8	2014.0657534246575	5.869445580692958	-0.020618665428069782
157611/Baikal_teal/Korea/2014-01-17/H5N8	2014.0438356164384	5.847527772473877	-0.020428963425392688
177736/Baikal_teal/Korea/2014-01-20/H5N8	2014.0520547945205	5.855746950555942	-0.020500101676259597
174354/Breeder_chicken/Korea/2014-03-02/H5N8	2014.164383561644	5.968075717679412	-0.021472324440210855
174355/Breeder_duck/Korea/2014-02-20/H5N8	2014.13698630137	5.940678457405386	-0.02123519693681164
234332/Breeder_duck/Korea/2015-01-22/H5N8	2015.0575342465754	6.861226402610881	-0.02920268104993884
174398/Mallard/Korea/2014-12-01/H5N8	2014.9150684931508	6.718760649186263	-0.027969618032446242
168024/Duck/Japan/2014-11-18/H5N8	2014.8794520547945	6.683144210829929	-0.027661352278195217
168025/Duck/Japan/2014-11-18/H5N8	2014.8794520547945	6.683144210829929	-0.027661352278195217
167140/Turkey/Germany/2014-11-04/H5N8	2014.841095890411	6.644788046446472	-0.02732937377334821
169273/Turkey/Germany/2014-11-04/H5N8	2014.841095890411	6.644788046446472	-0.02732937377334821
167905/Chicken/Netherlands/2014-11-14/H5N8	2014.868493150685	6.672185306720507	-0.027566501276738542
168075/Chicken/Netherlands/2014-11-15/H5N8	2014.8712328767124	6.674925032747862	-0.02759021402710271
177584/Domestic_duck/Hungary/2015-02-23/H5N8	2015.145205479452	6.948897635487468	-0.029961489060839952
167904/Duck/United_Kingdom/2014-11-14/H5N8	2014.868493150685	6.672185306720507	-0.027566501276738542
169280/Eurasian_wigeon/Netherlands/2014-11-24/H5N8	2014.8958904109588	6.699582566994307	-0.02780362878013598
181093/Eurasian_wigeon/Netherlands/2014-11-24/H5N8	2014.8958904109588	6.699582566994307	-0.02780362878013598
168746/Eurasian_wigeon/Netherlands/2014-11-24/H5N8	2014.8958904109588	6.699582566994302	-0.02780362878014131
206773/Gull/Germany/2014-12/H5N8	2014.9567351598175	6.749792138204255	-0.038965427092663596
181095/Chicken/Netherlands/2014-11-21/H5N8	2014.8876712328768	6.691363388912227	-0.027732490529056797
169282/Chicken/Netherlands/2014-11-21/H5N8	2014.8876712328768	6.691363388912232	-0.027732490529051468
174349/Chicken/Netherlands/2014-11-19/H5N8	2014.8821917808218	6.68588393685729	-0.027685065028326683
168747/Eurasian_wigeon/Netherlands/2014-11-24/H5N8	2014.8958904109588	6.699582566994301	-0.027803628780142198
181094/Eurasian_wigeon/Netherlands/2014-11-24/H5N8	2014.8958904109588	6.6995825669943025	-0.02780362878014042
169281/Eurasian_wigeon/Netherlands/2014-11-24/H5N8	2014.8958904109588	6.6995825669943025	-0.02780362878014042
169350/Turkey/Italy/2014-12-15/H5N8	2014.9534246575342	6.757116813569721	-0.02830159653729236
174350/Chicken/Netherlands/2014-11-20/H5N8	2014.8849315068494	6.688623662884873	-0.027708777778690852
174351/Duck/Netherlands/2014-11-21/H5N8	2014.8876712328768	6.6913633889122295	-0.027732490529054132
174352/Chicken/Netherlands/2014-11-29/H5N8	2014.9095890410958	6.713281197131319	-0.027922192531723233
198663/Turkey/Germany/2014-12-15/H5N8	2014.9534246575342	6.757116813569711	-0.02830159653730213
